#stake	ar	d1	d2	d3	x	y	h	dw	rhow	imw	ds	rhos	ims	nswe	bw_str	bs_str	ba_str	bw_fld	bs_fld	ba_fld
B10	2019	2018-10-09	2019-05-03	2019-10-19	637585	472834	776	0.1	550.0				4.8	0.0	0.06	-4.86	-4.8	0.06	-4.86	-4.8
B10	2020	2019-10-19	2020-04-30	2020-10-09	637586	472834	771	0.15	600.0				4.53	0.04	0.1	-4.63	-4.53	0.1	-4.59	-4.49
B10	2021	2020-10-09	2021-05-02	2021-10-16	637581	472827	767	0.4	441				-5.85	0.1	0.18	-6.03	-5.85	0.14	-5.92	-5.78
B10	2022	2021-10-16	2022-05-04	2022-10-17	637581	472826	761	0.9	640				-4.73	0.02	0.57	-5.3	-4.72	0.47	-5.28	-4.81
B10	2023	2022-10-17	2023-05-05	2023-10-24	637581	472825	754	0.2	551.0				-5.63	0.04	0.11	-5.74	-5.63	0.09	-5.7	-5.61
B13	1993		1993-04-30	1993-09-24	628090	455157	1204	2.96	453.0		1.08	600.0			1.34	-0.69	0.65	1.34	-0.69	0.65
B13	1994	1993-09-25	1994-06-20	1994-09-15	628103	455184	1201									-1.2			-1.2	
B13	1995	1994-09-15	1995-06-11	1995-09-28	627952	455345	1241	2.76	471				0.49	0.05	1.3	-1.79	-0.49	1.3	-1.74	-0.44
B13	1997		1997-05-17	1997-09-19	627964	455361	1207	2.4	458.0				1.18	0.08	1.1	-2.28	-1.18	1.1	-2.2	-1.1
B13	1998	1997-09-19	1998-05-04	1998-09-26	628001	455387	1197	2.09	429.0				0.73	0.29	0.9	-1.62	-0.73	0.82	-1.33	-0.52
B13	1999	1998-09-26	1999-05-05	1999-09-22	628033	455368	1205	2.97	465.0				0.14	0.1	1.38	-1.52	-0.14	1.09	-1.41	-0.32
B13	2000	1999-09-22	2000-05-02	2000-09-14	627960	455287	1205	2.17	454.0				1.0	0.0	0.99	-1.98	-1.0	0.88	-1.98	-1.1
B13	2001	2000-09-14	2001-05-03	2001-09-17	627960	455308	1208	3.49	460.0		0.26	600.0		0.0	1.61	-1.45	0.16	1.61	-1.45	0.16
B13	2002	2001-09-17	2002-05-03	2002-09-13	627946	455330	1212	3.05	430.0				0.53	0.0	1.31	-1.84	-0.53	1.31	-1.84	-0.53
B13	2003	2002-09-13	2003-05-08	2003-09-30	627941	455344	1209	3.78	520.0				0.28	0.13	1.97	-2.25	-0.28	1.97	-2.12	-0.15
B13	2004	2003-09-30	2004-04-28	2004-09-27	627952	455382	1206	2.79	520.0				0.85	0.09	1.45	-2.3	-0.85	1.32	-2.21	-0.89
B13	2005	2004-09-27	2005-05-04	2005-10-05	627949	455396	1208	2.31	434.0				1.67	0.2	1.0	-2.68	-1.67	0.92	-2.48	-1.56
B13	2006	2005-10-05	2006-05-01	2006-09-23	627948	455386	1209	2.89	470.0				0.26	0.07	1.36	-1.62	-0.26	1.16	-1.55	-0.39
B13	2007	2006-09-23	2007-05-10	2007-10-07	627931	455373	1210	2.28	554.0				0.63	0.14	1.26	-1.89	-0.63	1.19	-1.75	-0.56
B13	2008	2007-10-07	2008-05-03	2008-10-02	627933	455375	1211	3.17	437.0				0.5	0.09	1.39	-1.89	-0.5	1.25	-1.8	-0.56
B13	2009	2008-10-02	2009-05-14	2009-10-14	627935	455370	1211	2.91	480.0				0.1	0.16	1.4	-1.49	-0.1	1.31	-1.33	-0.02
B13	2010	2009-10-14	2010-05-05	2010-10-07	627920	455354	1212	2.86	492.0				1.3	0.04	1.41	-2.71	-1.3	1.25	-2.67	-1.43
B13	2011	2010-10-07	2011-05-06	2011-10-20	627934	455319	1212	3.12	551.0		1.32	600.0	0.0	0.21	1.72	-0.93	0.79	1.69	-0.72	0.96
B13	2012	2011-10-20	2012-05-09	2012-10-09	627941	455365	1212	2.8	520.0				0.85	0.3	1.46	-2.31	-0.85	1.25	-2.01	-0.77
B13	2013	2012-10-09	2013-05-06	2013-10-03	627949	455342	1212	3.46	436.0				0.1	0.06	1.51	-1.61	-0.1	1.21	-1.55	-0.34
B13	2014	2013-10-03	2014-05-06	2014-10-12	627964	455357	1213	3.46	506.0		0.1	600.0	0.0	0.13	1.75	-1.69	0.06	1.69	-1.56	0.13
B13	2015	2014-10-12	2015-05-11	2015-10-23	627964	455357	1213	4.38	476.0		2.14	600.0	0.0	0.06	2.09	-0.8	1.28	1.95	-0.74	1.21
B13	2016	2015-10-23	2016-05-07	2016-10-11	627985	455375	1215	3.26	473.0		0.08	600.0	0.0	0.1	1.54	-1.49	0.05	1.48	-1.39	0.09
B13	2017	2016-10-11	2017-05-04	2017-10-24	627988	455374	1215	2.58	551.0				0.21	0.12	1.42	-1.64	-0.21	1.32	-1.52	-0.2
B13	2018	2017-10-24	2018-05-10	2018-10-09	627991	455394	1217	3.45	458.0		0.63	600.0	0.0	0.19	1.58	-1.2	0.38	1.46	-1.01	0.45
B13	2019	2018-10-09	2019-05-03	2019-10-19	628019	455491	1215	3.28	542.0				0.04	0.15	1.78	-1.82	-0.04	1.59	-1.67	-0.08
B13	2020	2019-10-19	2020-05-01	2020-10-09	628031	455472	1218	3.47	458.0				0.01	0.16	1.59	-1.6	-0.01	1.44	-1.44	-0.01
B13	2021	2020-10-09	2021-05-02	2021-10-15	628020	455466	1219	3.38	476				-0.57	0.22	1.61	-2.18	-0.57	1.45	-1.96	-0.51
B13	2022	2021-10-15	2022-05-03	2022-10-17	628038	455468	1219	3.45	509		0.34	600.0		0.2	1.76	-1.55	0.2	1.54	-1.35	0.18
B13	2023	2022-10-17	2023-05-04	2023-10-26	628035	455472	1219	3.14	519.0				-0.38	0.35	1.63	-2.01	-0.38	1.43	-1.66	-0.23
B16	1993		1993-04-30	1993-09-24	610966	434287	1526	4.04	495.0		4.23	600.0		0.04	2.0	0.54	2.54	2.0	0.58	2.58
B16	1994	1993-09-25	1994-05-08	1994-09-15	611597	434220	1527	4.87	476.0		3.45	600.0			2.32	-0.25	2.07	2.28	-0.25	2.03
B16	1995	1994-09-15	1995-06-11	1995-09-28	611635	434251	1524	4.43	458		2.27	600.0		0.05	2.03	-0.67	1.36	2.03	-0.62	1.41
B16	1996	1995-09-28	1996-04-27	1996-08-30	610908	434330	1517	4.43	424.0		2.64	600.0			1.88	-0.29	1.58	1.83	-0.29	1.54
B16	1997	1996-08-30	1997-05-13	1997-09-19	610882	434263	1521	3.63	438.0		0.72	600.0		0.03	1.59	-1.16	0.43	1.59	-1.13	0.46
B16	1998	1997-09-19	1998-05-03	1998-09-26	610896	434311	1517	4.14	480.0		1.95	600.0		0.04	1.99	-0.82	1.17	1.96	-0.78	1.18
B16	1999	1998-09-26	1999-05-06	1999-09-22	610884	434309	1521	3.71	437.0		2.13	600.0		0.18	1.62	-0.34	1.28	1.59	-0.16	1.43
B16	2000	1999-09-22	2000-05-04	2000-09-17	610892	434329	1521	4.82	465.0		2.62	600.0		0.04	2.24	-0.67	1.57	2.06	-0.64	1.43
B16	2001	2000-09-17	2001-04-25	2001-09-17	610880	434338	1522	4.08	448.0		2.47	600.0		0.1	1.83	-0.35	1.48	1.79	-0.24	1.55
B16	2002	2001-09-17	2002-05-03	2002-09-14	610888	434338	1524	5.04	466.0		3.24	600.0		0.17	2.35	-0.41	1.94	2.24	-0.23	2.01
B16	2003	2002-09-14	2003-05-03	2003-09-24	610896	434369	1523	5.29	500.0		2.68	600.0		0.16	2.64	-1.03	1.61	2.47	-0.88	1.59
B16	2004	2003-09-24	2004-04-27	2004-09-27	610892	434373	1525	4.74	466.0		2.43	600.0		0.17	2.21	-0.75	1.46	2.05	-0.57	1.48
B16	2005	2004-09-27	2005-05-03	2005-10-03	610880	434370	1522	3.61	444.0		1.05	600.0	0.0	0.24	1.6	-0.97	0.63	1.43	-0.73	0.7
B16	2006	2005-10-03	2006-04-30	2006-09-23	610871	434377	1523	4.81	458.0		3.12	600.0	0.0	0.04	2.2	-0.33	1.87	1.96	-0.3	1.66
B16	2007	2006-09-23	2007-05-05	2007-10-08	610888	434378	1523	4.81	483.0		2.39	600.0	0.0	0.16	2.33	-0.89	1.43	2.29	-0.73	1.56
B16	2008	2007-10-08	2008-05-03	2008-10-01	610878	434398	1523	4.72	473.0		2.78	600.0	0.0	0.23	2.23	-0.56	1.67	2.07	-0.34	1.74
B16	2009	2008-10-01	2009-05-14	2009-10-14	610875	434402	1523	5.54	465.0		3.78	600.0	0.0	0.37	2.58	-0.31	2.27	2.35	0.06	2.41
B16	2010	2009-10-14	2010-05-05	2010-10-08	610866	434407	1522	3.41	468.0				0.08	0.34	1.6	-1.68	-0.08	1.23	-1.34	-0.11
B16	2011	2010-10-08	2011-05-06	2011-10-21	610889	434329	1522	5.28	506.0		3.3	600.0	0.0	0.39	2.67	-0.69	1.98	2.34	-0.3	2.03
B16	2012	2011-10-21	2012-05-07	2012-10-14	610880	434328	1521	4.46	473.0		1.02	600.0	0.0	0.39	2.11	-1.49	0.61	1.72	-1.11	0.61
B16	2013	2012-10-14	2013-05-08	2013-10-07	611817	435385	1522	4.6	467.0		2.89	600.0	0.0	0.14	2.14	-0.41	1.73	1.76	-0.27	1.49
B16	2014	2013-10-07	2014-05-05	2014-10-16	611816	435396	1523	4.56	481.0		2.44	600.0	0.0	0.37	2.19	-0.73	1.46	2.05	-0.36	1.69
B16	2015	2014-10-16	2015-05-10	2015-10-28	611816	435396	1523	5.33	476.0		3.88	600.0	0.0	0.32	2.36	-0.03	2.33	1.99	0.29	2.27
B16	2016	2015-10-28	2016-05-07	2016-10-14	611821	435383	1526	4.5	478.0		2.08	600.0	0.0	0.48	2.15	-0.91	1.25	1.84	-0.43	1.41
B16	2017	2016-10-14	2017-05-07	2017-10-25	611822	435397	1526	5.08	574.0		3.97	600.0	0.0	0.28	2.92	-0.53	2.38	2.44	-0.25	2.19
B16	2018	2017-10-25	2018-05-09	2018-10-09	611810	435399	1527	5.46	476.0		3.46	600.0	0.0	0.29	2.6	-0.53	2.07	2.32	-0.24	2.08
B16	2019	2018-10-09	2019-05-30	2019-10-19	611796	435402	1525	4.68	495.0		1.92	600.0	0.0	0.35	2.32	-1.16	1.15	2.03	-0.81	1.21
B16	2020	2019-10-19	2020-05-01	2020-10-09	611789	435398	1527	5.03	485.0		2.42	600.0	0.0	0.35	2.44	-0.99	1.45	2.09	-0.64	1.45
B16	2021	2020-10-09	2021-05-03	2021-10-15	611781	435387	1526	3.72	466		1.17	600.0		0.24	1.73	-1.03	0.7	1.38	-0.79	0.59
B16	2022	2021-10-15	2022-05-05	2022-10-17	611782	435393	1527	6.36	458		4.59	600.0		0.06	2.92	-0.16	2.75	2.67	-0.1	2.57
B16	2023	2022-10-17	2023-05-08	2023-10-23	611762	435388	1526	3.89	479.0		1.81	600.0		0.38	1.86	-0.78	1.09	1.8	-0.4	1.41
